Table:CsvDropMgr,,,,
tid,name:s,group,probability,sub_group
12308101,征战-第23章-第08关-1星-铜币,123081,10000,12308101
12308102,征战-第23章-第08关-1星-战魂,123081,10000,12308102
12309101,征战-第23章-第09关-1星-铜币,123091,10000,12309101
12309102,征战-第23章-第09关-1星-战魂,123091,10000,12309102
12309103,征战-第23章-第09关-1星-二级升级材料3,123091,10000,12309103
12310101,征战-第23章-第10关-1星-铜币,123101,10000,12310101
12310102,征战-第23章-第10关-1星-战魂,123101,10000,12310102
12310103,征战-第23章-第10关-1星-三级升级材料1,123101,10000,12310103
12310104,,123101,1000,12310104
12401101,征战-第24章-第01关-1星-铜币,124011,10000,12401101
12401102,征战-第24章-第01关-1星-战魂,124011,10000,12401102
12402101,征战-第24章-第02关-1星-铜币,124021,10000,12402101
12402102,征战-第24章-第02关-1星-战魂,124021,10000,12402102
12403101,征战-第24章-第03关-1星-铜币,124031,10000,12403101
12403102,征战-第24章-第03关-1星-战魂,124031,10000,12403102
12404101,征战-第24章-第04关-1星-铜币,124041,10000,12404101
12404102,征战-第24章-第04关-1星-战魂,124041,10000,12404102
12405101,征战-第24章-第05关-1星-铜币,124051,10000,12405101
12405102,征战-第24章-第05关-1星-战魂,124051,10000,12405102
12405103,征战-第24章-第05关-1星-二级升级材料2,124051,10000,12405103
12406101,征战-第24章-第06关-1星-铜币,124061,10000,12406101
12406102,征战-第24章-第06关-1星-战魂,124061,10000,12406102
12407101,征战-第24章-第07关-1星-铜币,124071,10000,12407101
12407102,征战-第24章-第07关-1星-战魂,124071,10000,12407102
12408101,征战-第24章-第08关-1星-铜币,124081,10000,12408101
12408102,征战-第24章-第08关-1星-战魂,124081,10000,12408102
12409101,征战-第24章-第09关-1星-铜币,124091,10000,12409101
12409102,征战-第24章-第09关-1星-战魂,124091,10000,12409102
12409103,征战-第24章-第09关-1星-二级升级材料3,124091,10000,12409103
12410101,征战-第24章-第10关-1星-铜币,124101,10000,12410101
12410102,征战-第24章-第10关-1星-战魂,124101,10000,12410102
12410103,征战-第24章-第10关-1星-三级升级材料2,124101,10000,12410103
12410104,,124101,1500,12410104
12501101,征战-第25章-第01关-1星-铜币,125011,10000,12501101
12501102,征战-第25章-第01关-1星-战魂,125011,10000,12501102
12502101,征战-第25章-第02关-1星-铜币,125021,10000,12502101
12502102,征战-第25章-第02关-1星-战魂,125021,10000,12502102
12503101,征战-第25章-第03关-1星-铜币,125031,10000,12503101
12503102,征战-第25章-第03关-1星-战魂,125031,10000,12503102
12504101,征战-第25章-第04关-1星-铜币,125041,10000,12504101
12504102,征战-第25章-第04关-1星-战魂,125041,10000,12504102
12505101,征战-第25章-第05关-1星-铜币,125051,10000,12505101
12505102,征战-第25章-第05关-1星-战魂,125051,10000,12505102
12505103,征战-第25章-第05关-1星-二级升级材料2,125051,10000,12505103
12506101,征战-第25章-第06关-1星-铜币,125061,10000,12506101
12506102,征战-第25章-第06关-1星-战魂,125061,10000,12506102
12507101,征战-第25章-第07关-1星-铜币,125071,10000,12507101
12507102,征战-第25章-第07关-1星-战魂,125071,10000,12507102
12508101,征战-第25章-第08关-1星-铜币,125081,10000,12508101
12508102,征战-第25章-第08关-1星-战魂,125081,10000,12508102
12509101,征战-第25章-第09关-1星-铜币,125091,10000,12509101
12509102,征战-第25章-第09关-1星-战魂,125091,10000,12509102
12509103,征战-第25章-第09关-1星-二级升级材料3,125091,10000,12509103
12510101,征战-第25章-第10关-1星-铜币,125101,10000,12510101
12510102,征战-第25章-第10关-1星-战魂,125101,10000,12510102
12510103,征战-第25章-第10关-1星-三级升级材料2,125101,10000,12510103
12510104,,125101,1000,12510104
12601101,征战-第26章-第01关-1星-铜币,126011,10000,12601101
12601102,征战-第26章-第01关-1星-战魂,126011,10000,12601102
12602101,征战-第26章-第02关-1星-铜币,126021,10000,12602101
12602102,征战-第26章-第02关-1星-战魂,126021,10000,12602102
12603101,征战-第26章-第03关-1星-铜币,126031,10000,12603101
12603102,征战-第26章-第03关-1星-战魂,126031,10000,12603102
12604101,征战-第26章-第04关-1星-铜币,126041,10000,12604101
12604102,征战-第26章-第04关-1星-战魂,126041,10000,12604102
12605101,征战-第26章-第05关-1星-铜币,126051,10000,12605101
12605102,征战-第26章-第05关-1星-战魂,126051,10000,12605102
12605103,征战-第26章-第05关-1星-二级升级材料2,126051,10000,12605103
12606101,征战-第26章-第06关-1星-铜币,126061,10000,12606101
12606102,征战-第26章-第06关-1星-战魂,126061,10000,12606102
12607101,征战-第26章-第07关-1星-铜币,126071,10000,12607101
12607102,征战-第26章-第07关-1星-战魂,126071,10000,12607102
12608101,征战-第26章-第08关-1星-铜币,126081,10000,12608101
12608102,征战-第26章-第08关-1星-战魂,126081,10000,12608102
12609101,征战-第26章-第09关-1星-铜币,126091,10000,12609101
12609102,征战-第26章-第09关-1星-战魂,126091,10000,12609102
12609103,征战-第26章-第09关-1星-二级升级材料3,126091,10000,12609103
12610101,征战-第26章-第10关-1星-铜币,126101,10000,12610101
12610102,征战-第26章-第10关-1星-战魂,126101,10000,12610102
12610103,征战-第26章-第10关-1星-三级升级材料3,126101,10000,12610103
12610104,,126101,1500,12610104
12701101,征战-第27章-第01关-1星-铜币,127011,10000,12701101
12701102,征战-第27章-第01关-1星-战魂,127011,10000,12701102
12702101,征战-第27章-第02关-1星-铜币,127021,10000,12702101
12702102,征战-第27章-第02关-1星-战魂,127021,10000,12702102
12703101,征战-第27章-第03关-1星-铜币,127031,10000,12703101
12703102,征战-第27章-第03关-1星-战魂,127031,10000,12703102
12704101,征战-第27章-第04关-1星-铜币,127041,10000,12704101
12704102,征战-第27章-第04关-1星-战魂,127041,10000,12704102
12705101,征战-第27章-第05关-1星-铜币,127051,10000,12705101
12705102,征战-第27章-第05关-1星-战魂,127051,10000,12705102
12705103,征战-第27章-第05关-1星-二级升级材料2,127051,10000,12705103
12706101,征战-第27章-第06关-1星-铜币,127061,10000,12706101
12706102,征战-第27章-第06关-1星-战魂,127061,10000,12706102
12707101,征战-第27章-第07关-1星-铜币,127071,10000,12707101
12707102,征战-第27章-第07关-1星-战魂,127071,10000,12707102
12708101,征战-第27章-第08关-1星-铜币,127081,10000,12708101
12708102,征战-第27章-第08关-1星-战魂,127081,10000,12708102
12709101,征战-第27章-第09关-1星-铜币,127091,10000,12709101
12709102,征战-第27章-第09关-1星-战魂,127091,10000,12709102
12709103,征战-第27章-第09关-1星-二级升级材料3,127091,10000,12709103
12710101,征战-第27章-第10关-1星-铜币,127101,10000,12710101
12710102,征战-第27章-第10关-1星-战魂,127101,10000,12710102
12710103,征战-第27章-第10关-1星-三级升级材料3,127101,10000,12710103
12710104,,127101,1000,12710104
12801101,征战-第28章-第01关-1星-铜币,128011,10000,12801101
12801102,征战-第28章-第01关-1星-战魂,128011,10000,12801102
12802101,征战-第28章-第02关-1星-铜币,128021,10000,12802101
12802102,征战-第28章-第02关-1星-战魂,128021,10000,12802102
12803101,征战-第28章-第03关-1星-铜币,128031,10000,12803101
12803102,征战-第28章-第03关-1星-战魂,128031,10000,12803102
12804101,征战-第28章-第04关-1星-铜币,128041,10000,12804101
12804102,征战-第28章-第04关-1星-战魂,128041,10000,12804102
12805101,征战-第28章-第05关-1星-铜币,128051,10000,12805101
12805102,征战-第28章-第05关-1星-战魂,128051,10000,12805102
12805103,征战-第28章-第05关-1星-二级升级材料2,128051,10000,12805103
12806101,征战-第28章-第06关-1星-铜币,128061,10000,12806101
12806102,征战-第28章-第06关-1星-战魂,128061,10000,12806102
12807101,征战-第28章-第07关-1星-铜币,128071,10000,12807101
12807102,征战-第28章-第07关-1星-战魂,128071,10000,12807102
12808101,征战-第28章-第08关-1星-铜币,128081,10000,12808101
12808102,征战-第28章-第08关-1星-战魂,128081,10000,12808102
12809101,征战-第28章-第09关-1星-铜币,128091,10000,12809101
12809102,征战-第28章-第09关-1星-战魂,128091,10000,12809102
12809103,征战-第28章-第09关-1星-二级升级材料3,128091,10000,12809103
12810101,征战-第28章-第10关-1星-铜币,128101,10000,12810101
12810102,征战-第28章-第10关-1星-战魂,128101,10000,12810102
12810103,征战-第28章-第10关-1星-三级升级材料4-1,128101,10000,12810103
12810104,,128101,1500,12810104
12901101,征战-第29章-第01关-1星-铜币,129011,10000,12901101
12901102,征战-第29章-第01关-1星-战魂,129011,10000,12901102
12902101,征战-第29章-第02关-1星-铜币,129021,10000,12902101
12902102,征战-第29章-第02关-1星-战魂,129021,10000,12902102
12903101,征战-第29章-第03关-1星-铜币,129031,10000,12903101
12903102,征战-第29章-第03关-1星-战魂,129031,10000,12903102
12904101,征战-第29章-第04关-1星-铜币,129041,10000,12904101
12904102,征战-第29章-第04关-1星-战魂,129041,10000,12904102
12905101,征战-第29章-第05关-1星-铜币,129051,10000,12905101
12905102,征战-第29章-第05关-1星-战魂,129051,10000,12905102
12905103,征战-第29章-第05关-1星-二级升级材料2,129051,10000,12905103
12906101,征战-第29章-第06关-1星-铜币,129061,10000,12906101
12906102,征战-第29章-第06关-1星-战魂,129061,10000,12906102
12907101,征战-第29章-第07关-1星-铜币,129071,10000,12907101
12907102,征战-第29章-第07关-1星-战魂,129071,10000,12907102
12908101,征战-第29章-第08关-1星-铜币,129081,10000,12908101
12908102,征战-第29章-第08关-1星-战魂,129081,10000,12908102
12909101,征战-第29章-第09关-1星-铜币,129091,10000,12909101
12909102,征战-第29章-第09关-1星-战魂,129091,10000,12909102
12909103,征战-第29章-第09关-1星-二级升级材料3,129091,10000,12909103
12910101,征战-第29章-第10关-1星-铜币,129101,10000,12910101
12910102,征战-第29章-第10关-1星-战魂,129101,10000,12910102
12910103,征战-第29章-第10关-1星-三级升级材料4-1,129101,10000,12910103
12910104,,129101,1000,12910104
13001101,征战-第30章-第01关-1星-铜币,130011,10000,13001101
13001102,征战-第30章-第01关-1星-战魂,130011,10000,13001102
13002101,征战-第30章-第02关-1星-铜币,130021,10000,13002101
13002102,征战-第30章-第02关-1星-战魂,130021,10000,13002102
13003101,征战-第30章-第03关-1星-铜币,130031,10000,13003101
13003102,征战-第30章-第03关-1星-战魂,130031,10000,13003102
13004101,征战-第30章-第04关-1星-铜币,130041,10000,13004101
13004102,征战-第30章-第04关-1星-战魂,130041,10000,13004102
13005101,征战-第30章-第05关-1星-铜币,130051,10000,13005101
13005102,征战-第30章-第05关-1星-战魂,130051,10000,13005102
13005103,征战-第30章-第05关-1星-二级升级材料2,130051,10000,13005103
13006101,征战-第30章-第06关-1星-铜币,130061,10000,13006101
13006102,征战-第30章-第06关-1星-战魂,130061,10000,13006102
13007101,征战-第30章-第07关-1星-铜币,130071,10000,13007101
13007102,征战-第30章-第07关-1星-战魂,130071,10000,13007102
13008101,征战-第30章-第08关-1星-铜币,130081,10000,13008101
13008102,征战-第30章-第08关-1星-战魂,130081,10000,13008102
13009101,征战-第30章-第09关-1星-铜币,130091,10000,13009101
13009102,征战-第30章-第09关-1星-战魂,130091,10000,13009102
13009103,征战-第30章-第09关-1星-二级升级材料3,130091,10000,13009103
13010101,征战-第30章-第10关-1星-铜币,130101,10000,13010101
13010102,征战-第30章-第10关-1星-战魂,130101,10000,13010102
13010103,征战-第30章-第10关-1星-三级升级材料4-2,130101,10000,13010103
13010104,,130101,1500,13010104
13101101,征战-第31章-第01关-1星-铜币,131011,10000,13101101
13101102,征战-第31章-第01关-1星-战魂,131011,10000,13101102
13102101,征战-第31章-第02关-1星-铜币,131021,10000,13102101
13102102,征战-第31章-第02关-1星-战魂,131021,10000,13102102
13103101,征战-第31章-第03关-1星-铜币,131031,10000,13103101
13103102,征战-第31章-第03关-1星-战魂,131031,10000,13103102
13104101,征战-第31章-第04关-1星-铜币,131041,10000,13104101
13104102,征战-第31章-第04关-1星-战魂,131041,10000,13104102
13105101,征战-第31章-第05关-1星-铜币,131051,10000,13105101
13105102,征战-第31章-第05关-1星-战魂,131051,10000,13105102
13105103,征战-第31章-第05关-1星-二级升级材料2,131051,10000,13105103
13106101,征战-第31章-第06关-1星-铜币,131061,10000,13106101
13106102,征战-第31章-第06关-1星-战魂,131061,10000,13106102
13107101,征战-第31章-第07关-1星-铜币,131071,10000,13107101
13107102,征战-第31章-第07关-1星-战魂,131071,10000,13107102
13108101,征战-第31章-第08关-1星-铜币,131081,10000,13108101
13108102,征战-第31章-第08关-1星-战魂,131081,10000,13108102
13109101,征战-第31章-第09关-1星-铜币,131091,10000,13109101
13109102,征战-第31章-第09关-1星-战魂,131091,10000,13109102
13109103,征战-第31章-第09关-1星-二级升级材料3,131091,10000,13109103
13110101,征战-第31章-第10关-1星-铜币,131101,10000,13110101
13110102,征战-第31章-第10关-1星-战魂,131101,10000,13110102
13110103,征战-第31章-第10关-1星-三级升级材料4-2,131101,10000,13110103
13110104,,131101,1000,13110104
13201101,征战-第32章-第01关-1星-铜币,132011,10000,13201101
13201102,征战-第32章-第01关-1星-战魂,132011,10000,13201102
13202101,征战-第32章-第02关-1星-铜币,132021,10000,13202101
13202102,征战-第32章-第02关-1星-战魂,132021,10000,13202102
13203101,征战-第32章-第03关-1星-铜币,132031,10000,13203101
13203102,征战-第32章-第03关-1星-战魂,132031,10000,13203102
13204101,征战-第32章-第04关-1星-铜币,132041,10000,13204101
13204102,征战-第32章-第04关-1星-战魂,132041,10000,13204102
13205101,征战-第32章-第05关-1星-铜币,132051,10000,13205101
13205102,征战-第32章-第05关-1星-战魂,132051,10000,13205102
13205103,征战-第32章-第05关-1星-二级升级材料2,132051,10000,13205103
13206101,征战-第32章-第06关-1星-铜币,132061,10000,13206101
13206102,征战-第32章-第06关-1星-战魂,132061,10000,13206102
