Table:CsvBulletSubtitle,,,,,,
tid,content:s,time:f,color:ItemColor,sceneid:s,,
102311,我看到她的箭藏在脚底了,5.2,红,1023,娜迦女士,
102401,这么瘦弱,2.5,红,1024,暗矛巨魔,
102402,大头儿子,2.8,红,1024,暗矛巨魔,
102403,耳朵好奇怪,3,红,1024,暗矛巨魔,
102404,在线礼包给的还行吧,3.4,红,1024,暗矛巨魔,
102405,这个家伙厉害不,3.8,红,1024,暗矛巨魔,
102406,一脸嚣张,4,红,1024,暗矛巨魔,
102407,巨魔是战斗民族啊,4.2,红,1024,暗矛巨魔,
102408,好战分子,4.5,红,1024,暗矛巨魔,
102409,为啥是防御形,5,红,1024,暗矛巨魔,
102410,不知道防御型有啥用，我都带奶和菜刀,5.2,红,1024,暗矛巨魔,
102501,有人要喊“兽人永不为奴”,2.9,红,1025,地狱咆哮,
102502,兽人永不为奴,2.5,红,1025,地狱咆哮,
102503,开氪金宝箱得了一个紫色装备，爽,3.3,红,1025,地狱咆哮,
102504,壮男,3.5,红,1025,地狱咆哮,
102505,四肢发达,3.7,红,1025,地狱咆哮,
102506,斧头好挫,4,红,1025,地狱咆哮,
102507,这货犀利么,4.3,红,1025,地狱咆哮,
102508,这货好猛,4.6,红,1025,地狱咆哮,
102509,我也想留这个发型，好霸气,4.9,红,1025,地狱咆哮,
102510,国字脸,5.3,红,1025,地狱咆哮,
102511,力量,5.5,红,1025,地狱咆哮,
102512,绿巨人,5.9,红,1025,地狱咆哮,
102601,麦格尼铜须,2,红,1026,山丘之王,
102602,我想到铜须门,2.8,红,1026,山丘之王,
102603,氪金宝箱给力啊,3,红,1026,山丘之王,
102604,又是个肉盾,3.5,红,1026,山丘之王,
102605,我抽到3个这家伙了,4,红,1026,山丘之王,
102606,小矮人,4.6,红,1026,山丘之王,
102607,我觉得他拿个盾牌比较合适,4.9,红,1026,山丘之王,
102608,看起来弱不禁风,5,红,1026,山丘之王,
102609,我以为他是输出,6,红,1026,山丘之王,
102610,WAR3，有人玩么,6.2,红,1026,山丘之王,
102611,MK,2.3,红,1026,山丘之王,
102612,天神下凡！,3.7,红,1026,山丘之王,
102701,沟壑！,2,红,1027,牛头人酋长,
102702,竟然是物攻型,2.5,红,1027,牛头人酋长,
102703,武器好暴力,2.9,红,1027,牛头人酋长,
102704,拽的和二五八万一样,8,红,1027,牛头人酋长,
102705,有人开宝箱么，得什么啊,3.8,红,1027,牛头人酋长,
102706,大长腿,2.3,红,1027,牛头人酋长,
102707,这个英雄可以,4.5,红,1027,牛头人酋长,
102708,好用,5,红,1027,牛头人酋长,
102709,不要骗我,5.2,红,1027,牛头人酋长,
102710,真的假的,5.6,红,1027,牛头人酋长,
102711,造型很不错,4.8,红,1027,牛头人酋长,
102712,手上这个木头有来历么,7,红,1027,牛头人酋长,
102713,胡子好有个性,4.8,红,1027,牛头人酋长,
102801,伊利丹,2,红,1028,恶魔猎手,
102802,好可爱,2.3,红,1028,恶魔猎手,
102803,多少钱一个,2.8,红,1028,恶魔猎手,
102804,怎么得？,3.5,红,1028,恶魔猎手,
102805,技能好屌啊,3.9,红,1028,恶魔猎手,
102806,输出爆炸,7,红,1028,恶魔猎手,
102807,物理第一强,4.6,红,1028,恶魔猎手,
102808,有人有这个么,4.8,红,1028,恶魔猎手,
102809,看起来很厉害的样子,5,红,1028,恶魔猎手,
102810,没有脚,5.2,红,1028,恶魔猎手,
102811,蛋刀！,5.4,红,1028,恶魔猎手,
102812,好调皮,5.8,红,1028,恶魔猎手,
102813,看天赋，持久战厉害,6,红,1028,恶魔猎手,
102814,站位要猥琐,6.2,红,1028,恶魔猎手,
102815,天赋是背刺！,6.5,红,1028,恶魔猎手,
102901,PA,5,红,1029,守望者,
102902,刺客,9,红,1029,守望者,
102903,天赋果然有暴击,2.9,红,1029,守望者,
102904,有好几个氪金宝箱，不知道要不要去开,4,红,1029,守望者,
102905,技能是飞镖,3.3,红,1029,守望者,
102906,好多物理系的专属武器都是一闪,3.9,红,1029,守望者,
102907,后面的翅膀,3.2,红,1029,守望者,
102908,武器好奇怪,3.4,红,1029,守望者,
102909,穿着内衣内裤就出场了,4.8,红,1029,守望者,
102910,头盔是学游坦之的么,5,红,1029,守望者,
103001,酷,1,红,1030,刺客,
103002,这家伙是不是凡妮莎的升级版,3,红,1030,刺客,
103003,恩，输出不错，爆发很强,2.5,红,1030,刺客,
103004,我也有这个，好用,6,红,1030,刺客,
103005,这个英雄切菜快,3.3,红,1030,刺客,
103006,天赋给力啊，点杀对面血最少的,3.9,红,1030,刺客,
103007,眼睛好大，可耐,4.3,红,1030,刺客,
103008,整体造型好看,4.8,红,1030,刺客,
103009,敏捷大后期,8,红,1030,刺客,
103010,牛逼的一笔,5.6,红,1030,刺客,
#,,,,1101,萨萨里安,
#,,,,1102,男爵,
#,,,,1103,寇尔提拉,
110401,这家伙虚无状态么,2.5,红,1104,影牙指挥官,
110402,头为啥没透明,5,红,1104,影牙指挥官,
110403,充值没,3.5,红,1104,影牙指挥官,
110404,看起来就是个肉盾,4,红,1104,影牙指挥官,
110405,直接分解了,4.2,红,1104,影牙指挥官,
110406,哎，没橙色的肉盾，只能用他了,4.9,红,1104,影牙指挥官,
110407,还行吧，勉强用着,5,红,1104,影牙指挥官,
110408,分解货,4.5,红,1104,影牙指挥官,
110409,有橙的就换掉它,5.6,红,1104,影牙指挥官,
110410,输出不给力啊,6,红,1104,影牙指挥官,
110501,狗男女,2,红,1105,血色指挥官,
110502,狗男女,2.5,红,1105,血色指挥官,
110503,狗男女,3,红,1105,血色指挥官,
110504,大叔啊,3.2,红,1105,血色指挥官,
110505,这家伙得和检察官一起,3.6,红,1105,血色指挥官,
110506,还行吧，能加血,4,红,1105,血色指挥官,
110507,武器略诡异,4.6,红,1105,血色指挥官,
110601,这个奶有毒,2,红,1106,大帝,
110602,这造型吓坏小盆友,2.5,红,1106,大帝,
110603,毛发好旺盛,3,红,1106,大帝,
110604,这个辅助一脸输出像,3.8,红,1106,大帝,
110605,肉盾,2.9,红,1106,大帝,
110606,么见过这个英雄,5,红,1106,大帝,
110607,好菜,4.3,红,1106,大帝,
110608,可惜是紫色的,4.6,红,1106,大帝,
110701,造型不错,3,红,1107,大检察官,
110702,大白腿,3.5,红,1107,大检察官,
110703,好萌,4,红,1107,大检察官,
110704,好漂亮的菇娘,4.2,红,1107,大检察官,
110705,狗男女,4.8,红,1107,大检察官,
110706,技能还行,5,红,1107,大检察官,
110707,紫色英雄里比较厉害的了,5.3,红,1107,大检察官,
110708,用了好久才换掉她的,5.8,红,1107,大检察官,
110709,这货要和血色指挥官一起,6,红,1107,大检察官,
110801,肥胖人士,4,红,1108,铁炉堡公主,
110802,看侧面，有福利,2,红,1108,铁炉堡公主,
110803,大饼脸,2.6,红,1108,铁炉堡公主,
110804,未成年,3.5,红,1108,铁炉堡公主,
110805,这个奶可以,4.5,红,1108,铁炉堡公主,
110806,没抽到这个英雄,4.9,红,1108,铁炉堡公主,
110807,有沟必火,5,红,1108,铁炉堡公主,
110808,这游戏铁炉堡怎么去,6,红,1108,铁炉堡公主,
110901,还行，勉强可用,2,红,1109,巫医,
110902,面具之下必丑男,2.3,红,1109,巫医,
110903,这货脸是蓝色的,2.8,红,1109,巫医,
110904,这面具貌似在哪见过,3.5,红,1109,巫医,
110905,这是老鼠么,4.2,红,1109,巫医,
110906,法杖上的夜明珠好大,5,红,1109,巫医,
110907,赛亚人的发型啊,5.5,红,1109,巫医,
111001,这家伙好像一个电视明星,2,红,1110,奥法师,
111002,奥数法师,3,红,1110,奥法师,
111003,没用过,4.5,红,1110,奥法师,
111004,好用么,5,红,1110,奥法师,
111005,紫色的基本都是要淘汰的,5,红,1110,奥法师,
111006,金毛狮王,6.2,红,1110,奥法师,
111101,巫妖果然是冰系的,3,红,1111,巫妖,
111102,水一发,4,红,1111,巫妖,
111103,还有人么,4.5,红,1111,巫妖,
111104,只有我一个人说话么,5,红,1111,巫妖,
111105,睡觉了,5.3,红,1111,巫妖,
111106,这货和克总有点像,6,红,1111,巫妖,
111201,阿鲁高,2,红,1112,影牙堡主,
111202,火系法师，输出应该不错,3,红,1112,影牙堡主,
111203,有人用这个吗,3.5,红,1112,影牙堡主,
111204,不想要法师，我要物理的,4,红,1112,影牙堡主,
111205,竟然还有影牙包住发泡这个装备,4.9,红,1112,影牙堡主,
111206,有点来头,5.6,红,1112,影牙堡主,
111301,发型可以,2,红,1113,预言者,
111302,这造型不错啊,3.2,红,1113,预言者,
111303,我有一个这个,3.8,红,1113,预言者,
111304,分解吧,4,红,1113,预言者,
111305,法师输出还可以,4.5,红,1113,预言者,
111306,恩，之前用过这货,7,红,1113,预言者,
111307,要站后排，很容易死,5.5,红,1113,预言者,
111401,僵尸啊,2,红,1114,水占师,
111402,这个加血的张的像吸血鬼,3,红,1114,水占师,
111403,眼睛好大，好可怕,4,红,1114,水占师,
111404,活捉野生吸血鬼一只,3.5,红,1114,水占师,
111405,村妇,4.5,红,1114,水占师,
111406,有毒,5,红,1114,水占师,
111407,一身蓝布料,5.6,红,1114,水占师,
111408,还有人在么,5.7,红,1114,水占师,
111501,阿达,2,红,1115,祖法督军,
111502,李小龙,3,红,1115,祖法督军,
111503,这发型可以,3.5,红,1115,祖法督军,
111504,我抽到过,5,红,1115,祖法督军,
111505,用了几天就换了,4,红,1115,祖法督军,
111601,不像好人啊,3,红,1116,黑暗院长,
111602,没抽到过这个家伙,3.5,红,1116,黑暗院长,
111603,我有把院长之杖,4,红,1116,黑暗院长,
111604,黑不溜秋的,4.5,红,1116,黑暗院长,
111605,好冷，他还带耳套,4.9,红,1116,黑暗院长,
111606,有内蒙的朋友么,5,红,1116,黑暗院长,
111607,这家伙站的好直,5.6,红,1116,黑暗院长,
111608,凶神恶煞,6,红,1116,黑暗院长,
111701,魔术师,2,红,1117,灰葬男爵,
111702,竟然是法师,2.3,红,1117,灰葬男爵,
111703,天气好冷,2.9,红,1117,灰葬男爵,
111704,有人介绍个妹子么,3.5,红,1117,灰葬男爵,
111705,男爵？,3.8,红,1117,灰葬男爵,
111706,小偷,4,红,1117,灰葬男爵,
111707,什么鬼,4.5,红,1117,灰葬男爵,
111708,发一下看,5,红,1117,灰葬男爵,
111801,好像见过,2,红,1118,巴纳扎尔,
111802,夜魔,2.5,红,1118,巴纳扎尔,
111803,谁知道V5多少钱,3,红,1118,巴纳扎尔,
111804,有军团收人么,4,红,1118,巴纳扎尔,
111805,葬爱家族收人,5.5,红,1118,巴纳扎尔,
111806,一起玩的加扣扣啊,5.9,红,1118,巴纳扎尔,
111807,好蠢,6,红,1118,巴纳扎尔,
111901,长刺,2,红,1119,熊神,
111902,凶,2.5,红,1119,熊神,
111903,谁有这个,3,红,1119,熊神,
111904,带一队动物园出战,3.6,红,1119,熊神,
111905,你们什么阵容,3.8,红,1119,熊神,
111906,有没有老司机,4.5,红,1119,熊神,
112001,半神弟弟,2.3,红,1120,被诅咒的守护者,
112002,这个是母的么,3.5,红,1120,被诅咒的守护者,
112003,看起来中毒了,4,红,1120,被诅咒的守护者,
112004,哈哈,4.2,红,1120,被诅咒的守护者,
112005,你们好逗,4.9,红,1120,被诅咒的守护者,
112006,你们V几啊,5,红,1120,被诅咒的守护者,
112007,这个游戏怎么玩,5.8,红,1120,被诅咒的守护者,
#,,,,1121,la,
112201,矮人,2,红,1122,荆棘谷猎手,
112202,猎人,3,红,1122,荆棘谷猎手,
112203,这老头有人带么,3.5,红,1122,荆棘谷猎手,
112204,这个枪可以,4,红,1122,荆棘谷猎手,
112205,我的枪很大,4.6,红,1122,荆棘谷猎手,
112206,敏捷输出,5,红,1122,荆棘谷猎手,
112207,给力么这家伙,5.8,红,1122,荆棘谷猎手,
112208,可以，不错,6,红,1122,荆棘谷猎手,
112209,世界发一个我看看,9,红,1122,荆棘谷猎手,
#,,,,1123,凋零者,
112401,巨魔是战斗民族,3,红,1124,沙顶酋长,
112402,这个可以,3.5,红,1124,沙顶酋长,
112403,小胡子很性感,4,红,1124,沙顶酋长,
112404,长矛,4.6,红,1124,沙顶酋长,
112405,凑五个巨魔组一个团队,5,红,1124,沙顶酋长,
112406,有个性,5.6,红,1124,沙顶酋长,
112501,竟然是这货,3,红,1125,赫洛德,
112502,牛角？,2,红,1125,赫洛德,
112503,袒胸露乳,2.6,红,1125,赫洛德,
112504,哈哈,4,红,1125,赫洛德,
112505,斧头可以这么拿么,4.5,红,1125,赫洛德,
112506,小短腿,5,红,1125,赫洛德,
#,,,,1126,雷矛,
112701,中年老头,2,红,1127,黑手,
112702,刀很帅,2.5,红,1127,黑手,
112703,为啥这货不是橙色的,7,红,1127,黑手,
112704,加个好友么,3.9,红,1127,黑手,
112705,恩，刀不错,4.8,红,1127,黑手,
112706,技能可以,5,红,1127,黑手,
112707,这个英雄很给力,5.6,红,1127,黑手,
112708,恩，我也用过,5.9,红,1127,黑手,
112709,后期还是要换橙的,6,红,1127,黑手,
112801,范迪塞尔?,2,红,1128,大范,
112802,别逗！,3,红,1128,大范,
112803,哎哟~,3.5,红,1128,大范,
112804,十连抽，抽到一个橙色的，一个这货,4,红,1128,大范,
112805,死亡矿井,2,红,1128,大范,
112806,我干过的第一个BOSS,4.6,红,1128,大范,
112807,还有人记得这哥们啊,5.2,红,1128,大范,
112808,可以，很魔兽,5.8,红,1128,大范,
112809,有感觉,6,红,1128,大范,
112810,这个BOSS知名度很高吧,6.2,红,1128,大范,
#,,,,1129,厄运王子,
113001,妹子！,2,红,1130,凡妮莎,
113002,有没有厦门的朋友,2.5,红,1130,凡妮莎,
113003,有没有南京的小伙,2.8,红,1130,凡妮莎,
113004,这个妹子也很暴力,2.9,红,1130,凡妮莎,
113005,匕首操,3.5,红,1130,凡妮莎,
113006,还是我大人类看起来比较顺眼,4,红,1130,凡妮莎,
113007,我抽的第一个英雄救是这菇娘,4.6,红,1130,凡妮莎,
113008,嗯，还行，毒的一笔,4.2,红,1130,凡妮莎,
113009,蛮好用的,3.8,红,1130,凡妮莎,
113010,你们还带这个,5,红,1130,凡妮莎,
113011,我现在11级，是不是全服第一了,5.3,红,1130,凡妮莎,
113012,星座是个坑，瞬间没钱了啊,5.4,红,1130,凡妮莎,
113013,先抽几个用着就够了,6,红,1130,凡妮莎,
#,,,,1201,,
120201,好挫,2,红,1202,摩拉迪姆,
120202,路人甲，不认识,3,红,1202,摩拉迪姆,
120203,他吃东西一定很快,4,红,1202,摩拉迪姆,
120204,哈哈哈,4.2,红,1202,摩拉迪姆,
120205,穿的挺拉风的,5,红,1202,摩拉迪姆,
#,,,,1203,,
120401,这张脸似曾相识,2,红,1204,托尔贝恩王子,
120402,这王子好菜,2.9,红,1204,托尔贝恩王子,
120403,蓝色品质,3.5,红,1204,托尔贝恩王子,
120404,武器简直不能看,4,红,1204,托尔贝恩王子,
120405,战5渣,4.9,红,1204,托尔贝恩王子,
120501,妹子哟,2,红,1205,法莫斯队长,
120502,脖子好长,2.8,红,1205,法莫斯队长,
120503,伐木工的既视感,3.5,红,1205,法莫斯队长,
120504,突然发现这货没有羁绊,4,红,1205,法莫斯队长,
120505,好喜欢这个丸子头,4.5,红,1205,法莫斯队长,
120506,队长,4.9,红,1205,法莫斯队长,
120507,有当兵的么,5.2,红,1205,法莫斯队长,
120508,老兵在此,5.9,红,1205,法莫斯队长,
120601,黑人,2,红,1206,弗诺斯达克维尔,
120602,非洲大叔,2.6,红,1206,弗诺斯达克维尔,
120603,防御型的？,3.5,红,1206,弗诺斯达克维尔,
120604,蓝色的直接分解,4,红,1206,弗诺斯达克维尔,
120605,没用的,4.6,红,1206,弗诺斯达克维尔,
120606,来个妹子,5,红,1206,弗诺斯达克维尔,
#,,,,1207,,
#,,,,1208,,
120901,楼兰长裙,2,红,1209,审讯官,
120902,拿的匕首啊,3,红,1209,审讯官,
120903,买了一个成长计划,3.5,红,1209,审讯官,
120904,这妹子好菜,4,红,1209,审讯官,
120905,好冷，外面下雪了,5,红,1209,审讯官,
120906,我充了月卡，买了个成长计划，稳了,6,红,1209,审讯官,
120907,谁有种子，发一个给我,5.4,红,1209,审讯官,
121001,乌鸦,2,红,1210,图勒鸦爪,
121002,不行啊,2.6,红,1210,图勒鸦爪,
121003,我刚充了月卡,4,红,1210,图勒鸦爪,
121004,海南岛的朋友有么,3.5,红,1210,图勒鸦爪,
121005,湖南的兄弟呢,5,红,1210,图勒鸦爪,
121006,吃完饭在上吧,5.2,红,1210,图勒鸦爪,
121007,我是王思聪,5.6,红,1210,图勒鸦爪,
121008,今天第一次和女朋友，哈哈哈,6,红,1210,图勒鸦爪,
121101,貌似见过这兄弟,2,红,1211,工匠吉兹洛克,
121102,这个盾牌可以当货币,2.5,红,1211,工匠吉兹洛克,
121103,我今天抽到这个了,3.2,红,1211,工匠吉兹洛克,
121104,武器不好看,3.8,红,1211,工匠吉兹洛克,
121105,蓝色的都是四星啊,4,红,1211,工匠吉兹洛克,
121106,没用，至少得紫色的,4.9,红,1211,工匠吉兹洛克,
121201,敌方船长无限变鸡，我方菜逼,3,红,1212,曲奇船长,
121202,十连抽给力,2,红,1212,曲奇船长,
121203,这货在敌方厉害,2.6,红,1212,曲奇船长,
121204,怎么没有变鸡,3.9,红,1212,曲奇船长,
121205,抽到这货我一看是蓝色的，瞬间没心情,4.5,红,1212,曲奇船长,
121206,冒险关卡里有这个怪，很强,5,红,1212,曲奇船长,
121207,可惜了，是不是还有别的这个模型的英雄,5.9,红,1212,曲奇船长,
121208,眼球真大,2.8,红,1212,曲奇船长,
121209,海盗船长么,2.9,红,1212,曲奇船长,
121301,不是很给力,2.8,红,1213,加加恩火锤,
121302,开始的时候带还行,3.2,红,1213,加加恩火锤,
121303,技能不错,3.8,红,1213,加加恩火锤,
121304,这货我以为拿锤子,3.6,红,1213,加加恩火锤,
121305,蓝色的没啥好讨论的,4,红,1213,加加恩火锤,
121306,兑换码怎么用啊,4.6,红,1213,加加恩火锤,
121307,有美女约么,4.3,红,1213,加加恩火锤,
121308,器大活好,6,红,1213,加加恩火锤,
121309,这胡子好个性,7,红,1213,加加恩火锤,
121310,右上角的设置里,6.3,红,1213,加加恩火锤,
121311,矮人族？,6.2,红,1213,加加恩火锤,
121401,猪头,2,红,1214,卡尔加刺肋,
121402,胸大的可怕,2.6,红,1214,卡尔加刺肋,
121403,天赋你们怎么分配的,3.2,红,1214,卡尔加刺肋,
121404,谁敢日,3.9,红,1214,卡尔加刺肋,
121405,这个奶我不要,4.5,红,1214,卡尔加刺肋,
121406,老司机带带我,4.8,红,1214,卡尔加刺肋,
121407,妈的，还带朵花恶心我,5,红,1214,卡尔加刺肋,
121408,哦买噶,5.6,红,1214,卡尔加刺肋,
121409,我没看侧面,6,红,1214,卡尔加刺肋,
#,,,,1215,,
#,,,,1216,,
121701,武器像搅X棍,2.8,红,1217,埃瑟里克斯,
121702,精灵法师么,3.5,红,1217,埃瑟里克斯,
121703,紫色胡子,4,红,1217,埃瑟里克斯,
121704,天降宝物得了一个紫色武器,4.3,红,1217,埃瑟里克斯,
121705,精灵还是盗贼帅,5.6,红,1217,埃瑟里克斯,
121706,不要这样,5,红,1217,埃瑟里克斯,
121707,谁帮我充个V1，我帮他练级,5.3,红,1217,埃瑟里克斯,
121801,我都没抽到过这个,2.5,红,1218,扭曲者维林尼亚斯,
121802,骷髅恶魔,2.9,红,1218,扭曲者维林尼亚斯,
121803,胸口有大牙,3.4,红,1218,扭曲者维林尼亚斯,
121804,他没武器啊,3.9,红,1218,扭曲者维林尼亚斯,
121805,钻石怎么赚啊,4,红,1218,扭曲者维林尼亚斯,
121806,哪个指挥官好用,4.6,红,1218,扭曲者维林尼亚斯,
121807,造型还行，实力不咋地,5,红,1218,扭曲者维林尼亚斯,
121808,嗯哼,5.6,红,1218,扭曲者维林尼亚斯,
121809,不行啊，好菜,5.8,红,1218,扭曲者维林尼亚斯,
121810,太多防御型了,6,红,1218,扭曲者维林尼亚斯,
121811,哈喽,6.2,红,1218,扭曲者维林尼亚斯,
#,,,,1219,,
#,,,,1220,,
#,,,,1221,,
#,,,,1222,,
122301,带狗,2.5,红,1223,驯犬者,
122302,旺财,2.9,红,1223,驯犬者,
122303,秃顶,3.6,红,1223,驯犬者,
122304,怎么分解的,4.2,红,1223,驯犬者,
122305,加好友啊,4.3,红,1223,驯犬者,
122306,同仇敌忾,4.8,红,1223,驯犬者,
122307,这是要二打一,5,红,1223,驯犬者,
122308,还能自己回血,5.2,红,1223,驯犬者,
122309,斧头帮的,5.4,红,1223,驯犬者,
122310,哎，中午没吃饭,5.6,红,1223,驯犬者,
#,,,,1224,,
122501,这货的枪，墙厚颜色还不一样,2,红,1225,老瞎眼,
122502,这货有五根毛,2.5,红,1225,老瞎眼,
122503,丧尸鱼,2.6,红,1225,老瞎眼,
122504,谁给我送花啊,3.3,红,1225,老瞎眼,
122505,强烈建议分解这货,3.6,红,1225,老瞎眼,
122506,这个是废物，分解,4.2,红,1225,老瞎眼,
122507,在线礼包领完了,4.8,红,1225,老瞎眼,
122508,蓝色的，不要要求太多,5,红,1225,老瞎眼,
#,,,,1226,,
122701,杀过这货,2,红,1227,霍格,
122702,狼人么,2.9,红,1227,霍格,
122703,不是很给力,3.5,红,1227,霍格,
122704,竞技场打不过了,3.6,红,1227,霍格,
122705,为啥带个狗圈,4,红,1227,霍格,
122706,北京大学的有么,4.6,红,1227,霍格,
122801,没下巴,2,红,1228,斯塔文,
122802,小兵甲,2.2,红,1228,斯塔文,
122803,杭州有啥好吃的啊,3.5,红,1228,斯塔文,
122804,有厦门大学的么,4,红,1228,斯塔文,
122805,我想要更暴力的阵容啊,5,红,1228,斯塔文,
122806,去哪打铜币啊,5.3,红,1228,斯塔文,
122807,竞技场终于进前100了,5.5,红,1228,斯塔文,
#,,,,1229,格里哈斯特,
123001,我去,2,红,1230,卡利夫·斯科比斯汀,
123002,这上身好奇怪,2.6,红,1230,卡利夫·斯科比斯汀,
123003,胸部太大么,2.9,红,1230,卡利夫·斯科比斯汀,
123004,白眉道人,3.2,红,1230,卡利夫·斯科比斯汀,
123005,武器叫灵蛇,3.6,红,1230,卡利夫·斯科比斯汀,
123006,有没有玩DOTA2的,3.9,红,1230,卡利夫·斯科比斯汀,
123007,你们都菜鸟,4.2,红,1230,卡利夫·斯科比斯汀,
123008,装备在哪打啊,4.5,红,1230,卡利夫·斯科比斯汀,
