Table:CsvEquipEnhance,,,,
tid,cost,accum_cost,critical_rate,critical_rate2
10035044,2510,35245,1000,500
10035045,2628,37755,1000,500
10035046,2748,40383,1000,500
10035047,2871,43131,1000,500
10035048,2997,46002,1000,500
10035049,3125,48999,1000,500
10035050,3257,52124,1000,500
10035051,3391,55381,1000,500
10035052,3527,58772,1000,500
10035053,3667,62299,1000,500
10035054,3809,65966,1000,500
10035055,3954,69775,1000,500
10035056,4101,73729,1000,500
10035057,4252,77830,1000,500
10035058,4405,82082,1000,500
10035059,4560,86487,1000,500
10035060,4719,91047,1000,500
10035061,4881,95766,500,250
10035062,5045,100647,500,250
10035063,5212,105692,500,250
10035064,5382,110904,500,250
10035065,5554,116286,500,250
10035066,5729,121840,500,250
10035067,5907,127569,500,250
10035068,6088,133476,500,250
10035069,6270,139564,500,250
10035070,6456,145834,500,250
10035071,6644,152290,500,250
10035072,6836,158934,500,250
10035073,7029,165770,500,250
10035074,7225,172799,500,250
10035075,7424,180024,500,250
10035076,7626,187448,500,250
10035077,7830,195074,500,250
10035078,8037,202904,500,250
10035079,8247,210941,500,250
10035080,9248,219188,500,250
10035081,10568,228436,200,100
10035082,11905,239004,200,100
10035083,13258,250909,200,100
10035084,14628,264167,200,100
10035085,16014,278795,200,100
10035086,17416,294809,200,100
10035087,18834,312225,200,100
10035088,20269,331059,200,100
10035089,21720,351328,200,100
10035090,23188,373048,200,100
10035091,24671,396236,200,100
10035092,26171,420907,200,100
10035093,27688,447078,200,100
10035094,29220,474766,200,100
10035095,30770,503986,200,100
10035096,32335,534756,200,100
10035097,33917,567091,200,100
10035098,35515,601008,200,100
10035099,37129,636523,200,100
10035100,38760,673652,200,100
10035101,40406,712412,200,100
10035102,42070,752818,200,100
10035103,43749,794888,200,100
10035104,45445,838637,200,100
10035105,47158,884082,200,100
10035106,48886,931240,200,100
10035107,50631,980126,200,100
10035108,52392,1030757,200,100
10035109,54170,1083149,200,100
10035110,55964,1137319,200,100
10035111,57774,1193283,200,100
10035112,59600,1251057,200,100
10035113,61443,1310657,200,100
10035114,63302,1372100,200,100
10035115,65178,1435402,200,100
10035116,67069,1500580,200,100
10035117,68977,1567649,200,100
10035118,70902,1636626,200,100
10035119,72842,1707528,200,100
10035120,75208,1780370,200,100
10035121,77836,1855578,200,100
10035122,80487,1933414,200,100
10035123,83159,2013901,200,100
10035124,85854,2097060,200,100
10035125,88570,2182914,200,100
10035126,91307,2271484,200,100
10035127,94067,2362791,200,100
10035128,96848,2456858,200,100
10035129,99651,2553706,200,100
10035130,102476,2653357,200,100
10035131,105322,2755833,200,100
10035132,108190,2861155,200,100
10035133,111080,2969345,200,100
10035134,113992,3080425,200,100
10035135,116926,3194417,200,100
10035136,119881,3311343,200,100
10035137,122858,3431224,200,100
10035138,125857,3554082,200,100
10035139,128877,3679939,200,100
10035140,131920,3808816,200,100
10035141,134984,3940736,200,100
10035142,138069,4075720,200,100
10035143,141177,4213789,200,100
10035144,144306,4354966,200,100
10035145,147458,4499272,200,100
10035146,150630,4646730,200,100
10035147,153825,4797360,200,100
10035148,157041,4951185,200,100
10035149,160280,5108226,200,100
10035150,163540,5268506,200,100
10035151,166821,5432046,200,100
10035152,170125,5598867,200,100
10035153,173450,5768992,200,100
10035154,176797,5942442,200,100
10035155,180166,6119239,200,100
10035156,183556,6299405,200,100
10035157,186968,6482961,200,100
10035158,190402,6669929,200,100
10035159,193858,6860331,200,100
10035160,198288,7054189,200,100
10035161,203751,7252477,100,50
10035162,209249,7456228,100,50
10035163,214781,7665477,100,50
10035164,220347,7880258,100,50
10035165,225947,8100605,100,50
10035166,231580,8326552,100,50
10035167,237248,8558132,100,50
10035168,242950,8795380,100,50
10035169,248686,9038330,100,50
10035170,254456,9287016,100,50
10035171,260259,9541472,100,50
10035172,266097,9801731,100,50
10035173,271969,10067828,100,50
10035174,277875,10339797,100,50
10035175,283815,10617672,100,50
10035176,289788,10901487,100,50
10035177,295796,11191275,100,50
10035178,301838,11487071,100,50
10035179,307914,11788909,100,50
10035180,314024,12096823,100,50
10035181,320167,12410847,100,50
10035182,326345,12731014,100,50
10035183,332557,13057359,100,50
10035184,338803,13389916,100,50
10035185,345083,13728719,100,50
10035186,351396,14073802,100,50
10035187,357744,14425198,100,50
10035188,364126,14782942,100,50
10035189,370542,15147068,100,50
10035190,376992,15517610,100,50
10035191,383475,15894602,100,50
10035192,389993,16278077,100,50
10035193,396545,16668070,100,50
10035194,403131,17064615,100,50
10035195,409751,17467746,100,50
10035196,416404,17877497,100,50
10035197,423092,18293901,100,50
10035198,429814,18716993,100,50
10035199,436570,19146807,100,50
10035200,446760,19583377,100,50
10035201,463127,20030137,100,50
10036001,37,0,2000,1000
10036002,38,37,2000,1000
10036003,43,75,2000,1000
10036004,52,118,2000,1000
10036005,65,170,2000,1000
10036006,82,235,2000,1000
10036007,103,317,2000,1000
10036008,128,420,2000,1000
10036009,157,548,2000,1000
10036010,190,705,2000,1000
10036011,227,895,2000,1000
10036012,268,1122,2000,1000
10036013,313,1390,2000,1000
10036014,362,1703,2000,1000
10036015,415,2065,2000,1000
10036016,472,2480,2000,1000
10036017,533,2952,2000,1000
10036018,598,3485,2000,1000
10036019,667,4083,2000,1000
10036020,740,4750,2000,1000
10036021,817,5490,1500,750
10036022,898,6307,1500,750
10036023,983,7205,1500,750
10036024,1072,8188,1500,750
10036025,1165,9260,1500,750
10036026,1262,10425,1500,750
10036027,1363,11687,1500,750
10036028,1468,13050,1500,750
10036029,1577,14518,1500,750
10036030,1690,16095,1500,750
10036031,1807,17785,1000,500
10036032,1928,19592,1000,500
10036033,2053,21520,1000,500
10036034,2182,23573,1000,500
10036035,2315,25755,1000,500
10036036,2452,28070,1000,500
10036037,2593,30522,1000,500
10036038,2738,33115,1000,500
10036039,2887,35853,1000,500
10036040,3040,38740,1000,500
10036041,3197,41780,1000,500
10036042,3358,44977,1000,500
10036043,3523,48335,1000,500
10036044,3692,51858,1000,500
10036045,3865,55550,1000,500
10036046,4042,59415,1000,500
10036047,4223,63457,1000,500
10036048,4408,67680,1000,500
10036049,4597,72088,1000,500
10036050,4790,76685,1000,500
10036051,4987,81475,1000,500
10036052,5188,86462,1000,500
10036053,5393,91650,1000,500
10036054,5602,97043,1000,500
10036055,5815,102645,1000,500
10036056,6032,108460,1000,500
10036057,6253,114492,1000,500
10036058,6478,120745,1000,500
10036059,6707,127223,1000,500
10036060,6940,133930,1000,500
10036061,7178,140870,500,250
10036062,7420,148048,500,250
10036063,7666,155468,500,250
10036064,7915,163134,500,250
10036065,8169,171049,500,250
10036066,8426,179218,500,250
10036067,8688,187644,500,250
10036068,8953,196332,500,250
10036069,9222,205285,500,250
10036070,9495,214507,500,250
10036071,9772,224002,500,250
10036072,10053,233774,500,250
10036073,10338,243827,500,250
10036074,10626,254165,500,250
10036075,10919,264791,500,250
10036076,11215,275710,500,250
10036077,11516,286925,500,250
10036078,11820,298441,500,250
10036079,12128,310261,500,250
10036080,13600,322389,500,250
10036081,15542,335989,200,100
10036082,17508,351531,200,100
10036083,19498,369039,200,100
10036084,21512,388537,200,100
10036085,23550,410049,200,100
10036086,25612,433599,200,100
10036087,27698,459211,200,100
10036088,29808,486909,200,100
10036089,31942,516717,200,100
10036090,34100,548659,200,100
10036091,36282,582759,200,100
10036092,38488,619041,200,100
10036093,40718,657529,200,100
10036094,42972,698247,200,100
10036095,45250,741219,200,100
10036096,47552,786469,200,100
10036097,49878,834021,200,100
10036098,52228,883899,200,100
10036099,54602,936127,200,100
10036100,57000,990729,200,100
10036101,59422,1047729,200,100
10036102,61868,1107151,200,100
10036103,64338,1169019,200,100
10036104,66832,1233357,200,100
10036105,69350,1300189,200,100
10036106,71892,1369539,200,100
10036107,74458,1441431,200,100
10036108,77048,1515889,200,100
10036109,79662,1592937,200,100
10036110,82300,1672599,200,100
10036111,84962,1754899,200,100
10036112,87648,1839861,200,100
10036113,90358,1927509,200,100
10036114,93092,2017867,200,100
10036115,95850,2110959,200,100
10036116,98632,2206809,200,100
10036117,101438,2305441,200,100
10036118,104268,2406879,200,100
10036119,107122,2511147,200,100
10036120,110600,2618269,200,100
10036121,114466,2728869,200,100
10036122,118364,2843335,200,100
10036123,122294,2961699,200,100
10036124,126256,3083993,200,100
10036125,130250,3210249,200,100
10036126,134276,3340499,200,100
10036127,138334,3474775,200,100
10036128,142424,3613109,200,100
10036129,146546,3755533,200,100
10036130,150700,3902079,200,100
10036131,154886,4052779,200,100
10036132,159104,4207665,200,100
10036133,163354,4366769,200,100
10036134,167636,4530123,200,100
10036135,171950,4697759,200,100
10036136,176296,4869709,200,100
10036137,180674,5046005,200,100
10036138,185084,5226679,200,100
10036139,189526,5411763,200,100
10036140,194000,5601289,200,100
10036141,198506,5795289,200,100
10036142,203044,5993795,200,100
10036143,207614,6196839,200,100
10036144,212216,6404453,200,100
10036145,216850,6616669,200,100
10036146,221516,6833519,200,100
10036147,226214,7055035,200,100
10036148,230944,7281249,200,100
10036149,235706,7512193,200,100
10036150,240500,7747899,200,100
10036151,245326,7988399,200,100
10036152,250184,8233725,200,100
10036153,255074,8483909,200,100
10036154,259996,8738983,200,100
10036155,264950,8998979,200,100
10036156,269936,9263929,200,100
10036157,274954,9533865,200,100
10036158,280004,9808819,200,100
10036159,285086,10088823,200,100
10036160,291600,10373909,200,100
10036161,299635,10665509,100,50
10036162,307720,10965144,100,50
10036163,315855,11272864,100,50
10036164,324040,11588719,100,50
10036165,332275,11912759,100,50
10036166,340560,12245034,100,50
10036167,348895,12585594,100,50
10036168,357280,12934489,100,50
10036169,365715,13291769,100,50
10036170,374200,13657484,100,50
10036171,382735,14031684,100,50
10036172,391320,14414419,100,50
10036173,399955,14805739,100,50
10036174,408640,15205694,100,50
10036175,417375,15614334,100,50
10036176,426160,16031709,100,50
10036177,434995,16457869,100,50
10036178,443880,16892864,100,50
10036179,452815,17336744,100,50
10036180,461800,17789559,100,50
10036181,470835,18251359,100,50
10036182,479920,18722194,100,50
10036183,489055,19202114,100,50
10036184,498240,19691169,100,50
10036185,507475,20189409,100,50
10036186,516760,20696884,100,50
10036187,526095,21213644,100,50
10036188,535480,21739739,100,50
10036189,544915,22275219,100,50
10036190,554400,22820134,100,50
10036191,563935,23374534,100,50
10036192,573520,23938469,100,50
10036193,583155,24511989,100,50
10036194,592840,25095144,100,50
10036195,602575,25687984,100,50
10036196,612360,26290559,100,50
10036197,622195,26902919,100,50
10036198,632080,27525114,100,50
10036199,642015,28157194,100,50
10036200,657000,28799209,100,50
10036201,681070,29456209,100,50
10041001,34,0,2000,1000
10041002,34,34,2000,1000
10041003,39,68,2000,1000
10041004,47,107,2000,1000
10041005,59,154,2000,1000
10041006,75,213,2000,1000
10041007,94,288,2000,1000
10041008,117,382,2000,1000
10041009,144,499,2000,1000
10041010,174,643,2000,1000
10041011,208,817,2000,1000
10041012,246,1025,2000,1000
10041013,287,1271,2000,1000
10041014,333,1558,2000,1000
10041015,381,1891,2000,1000
10041016,434,2272,2000,1000
10041017,490,2706,2000,1000
10041018,550,3196,2000,1000
10041019,613,3746,2000,1000
10041020,680,4359,2000,1000
10041021,751,5039,1500,750
10041022,826,5790,1500,750
10041023,904,6616,1500,750
10041024,986,7520,1500,750
10041025,1071,8506,1500,750
10041026,1161,9577,1500,750
10041027,1253,10738,1500,750
10041028,1350,11991,1500,750
10041029,1450,13341,1500,750
10041030,1554,14791,1500,750
10041031,1662,16345,1000,500
10041032,1773,18007,1000,500
10041033,1888,19780,1000,500
10041034,2007,21668,1000,500
10041035,2129,23675,1000,500
10041036,2255,25804,1000,500
10041037,2385,28059,1000,500
10041038,2518,30444,1000,500
10041039,2656,32962,1000,500
10041040,2796,35618,1000,500
10041041,2941,38414,1000,500
10041042,3089,41355,1000,500
10041043,3241,44444,1000,500
10041044,3396,47685,1000,500
10041045,3555,51081,1000,500
10041046,3718,54636,1000,500
10041047,3885,58354,1000,500
10041048,4055,62239,1000,500
10041049,4229,66294,1000,500
10041050,4406,70523,1000,500
10041051,4588,74929,1000,500
10041052,4772,79517,1000,500
10041053,4961,84289,1000,500
10041054,5153,89250,1000,500
10041055,5349,94403,1000,500
10041056,5549,99752,1000,500
10041057,5752,105301,1000,500
10041058,5959,111053,1000,500
10041059,6170,117012,1000,500
10041060,6384,123182,1000,500
10041061,6603,129566,500,250
10041062,6826,136169,500,250
10041063,7052,142995,500,250
10041064,7281,150047,500,250
10041065,7515,157328,500,250
10041066,7751,164843,500,250
10041067,7992,172594,500,250
10041068,8236,180586,500,250
10041069,8484,188822,500,250
10041070,8735,197306,500,250
10041071,8990,206041,500,250
10041072,9248,215031,500,250
10041073,9510,224279,500,250
10041074,9775,233789,500,250
10041075,10045,243564,500,250
10041076,10317,253609,500,250
10041077,10594,263926,500,250
10041078,10874,274520,500,250
10041079,11157,285394,500,250
10041080,12512,296551,500,250
10041081,14298,309063,200,100
10041082,16107,323361,200,100
10041083,17938,339468,200,100
10041084,19791,357406,200,100
10041085,21666,377197,200,100
10041086,23563,398863,200,100
10041087,25482,422426,200,100
10041088,27423,447908,200,100
10041089,29386,475331,200,100
10041090,31372,504717,200,100
10041091,33379,536089,200,100
10041092,35408,569468,200,100
10041093,37460,604876,200,100
10041094,39534,642336,200,100
10041095,41630,681870,200,100
10041096,43747,723500,200,100
10041097,45887,767247,200,100
10041098,48049,813134,200,100
10041099,50233,861183,200,100
10041100,52440,911416,200,100
10041101,54668,963856,200,100
10041102,56918,1018524,200,100
10041103,59190,1075442,200,100
10041104,61485,1134632,200,100
10041105,63802,1196117,200,100
10041106,66140,1259919,200,100
10041107,68501,1326059,200,100
10041108,70884,1394560,200,100
10041109,73289,1465444,200,100
10041110,75716,1538733,200,100
10041111,78165,1614449,200,100
10041112,80636,1692614,200,100
10041113,83129,1773250,200,100
10041114,85644,1856379,200,100
10041115,88182,1942023,200,100
10041116,90741,2030205,200,100
10041117,93322,2120946,200,100
10041118,95926,2214268,200,100
10041119,98552,2310194,200,100
10041120,101752,2408746,200,100
10041121,105308,2510498,200,100
10041122,108894,2615806,200,100
10041123,112510,2724700,200,100
10041124,116155,2837210,200,100
10041125,119830,2953365,200,100
10041126,123533,3073195,200,100
10041127,127267,3196728,200,100
10041128,131030,3323995,200,100
10041129,134822,3455025,200,100
10041130,138644,3589847,200,100
10041131,142495,3728491,200,100
10041132,146375,3870986,200,100
10041133,150285,4017361,200,100
10041134,154225,4167646,200,100
